ábaco	á.ba.co	[á].ba.co
lexicográfica	le.xi.co.grá.fi.ca	le.xi.co.[grá].fi.ca
lexicográficas	le.xi.co.grá.fi.cas	le.xi.co.[grá].fi.cas
lexicográfico	le.xi.co.grá.fi.co	le.xi.co.[grá].fi.co
lexicográficos	le.xi.co.grá.fi.cos	le.xi.co.[grá].fi.cos
lexicógrafo	le.xi.có.gra.fo	le.xi.[có].gra.fo
lexicógrafos	le.xi.có.gra.fos	le.xi.[có].gra.fos
lexicológicos	le.xi.co.ló.gi.cos	le.xi.co.[ló].gi.cos
léxicos	lé.xi.cos	[lé].xi.cos
líbano	lí.ba.no	[lí].ba.no
líbero	lí.be.ro	[lí].be.ro
lícita	lí.ci.ta	[lí].ci.ta
lícitas	lí.ci.tas	[lí].ci.tas
lícito	lí.ci.to	[lí].ci.to
lícitos	lí.ci.tos	[lí].ci.tos
líderes	lí.de.res	[lí].de.res
lídice	lí.di.ce	[lí].di.ce
lidíssimo	li.dí.ssi.mo	li.[dí].ssi.mo
limítrofe	li.mí.tro.fe	li.[mí].tro.fe
limítrofes	li.mí.tro.fes	li.[mí].tro.fes
limnígrafo	lim.ní.gra.fo	lim.[ní].gra.fo
límpida	lím.pi.da	[lím].pi.da
límpidas	lím.pi.das	[lím].pi.das
límpido	lím.pi.do	[lím].pi.do
límpidos	lím.pi.dos	[lím].pi.dos
linfática	lin.fá.ti.ca	lin.[fá].ti.ca
linfáticos	lin.fá.ti.cos	lin.[fá].ti.cos
linfocítico	lin.fo.cí.ti.co	lin.fo.[cí].ti.co
linfócito	lin.fó.ci.to	lin.[fó].ci.to
linfócitos	lin.fó.ci.tos	lin.[fó].ci.tos
linguística	lin.guí.s.ti.ca	lin.[guí].s.ti.ca
lingüística	lin.gü.ís.ti.ca	lin.gü.[ís].ti.ca
linguísticas	lin.guí.s.ti.cas	lin.[guí].s.ti.cas
lingüísticas	lin.gü.ís.ti.cas	lin.gü.[ís].ti.cas
linguístico	lin.guí.s.ti.co	lin.[guí].s.ti.co
lingüístico	lin.gü.ís.ti.co	lin.gü.[ís].ti.co
linguísticos	lin.guí.s.ti.cos	lin.[guí].s.ti.cos
lingüísticos	lin.gü.ís.ti.cos	lin.gü.[ís].ti.cos
linolênico	li.no.lê.ni.co	li.no.[lê].ni.co
liofóbico	lio.fó.bi.co	lio.[fó].bi.co
lípides	lí.pi.des	[lí].pi.des
lipídica	li.pí.di.ca	li.[pí].di.ca
lipídico	li.pí.di.co	li.[pí].di.co
líquida	lí.qui.da	[lí].qui.da
líquidas	lí.qui.das	[lí].qui.das
líquido	lí.qui.do	[lí].qui.do
líquidos	lí.qui.dos	[lí].qui.dos
lírica	lí.ri.ca	[lí].ri.ca
líricas	lí.ri.cas	[lí].ri.cas
lírico	lí.ri.co	[lí].ri.co
líricos	lí.ri.cos	[lí].ri.cos
lisístrata	li.sís.tra.ta	li.[sís].tra.ta
litoestratigráfica	li.toe.s.tra.ti.grá.fi.ca	li.toe.s.tra.ti.[grá].fi.ca
litoestratigráficas	li.toe.s.tra.ti.grá.fi.cas	li.toe.s.tra.ti.[grá].fi.cas
litoestratigráfico	li.toe.s.tra.ti.grá.fi.co	li.toe.s.tra.ti.[grá].fi.co
litofaciológica	li.to.fa.cio.ló.gi.ca	li.to.fa.cio.[ló].gi.ca
litofaciológico	li.to.fa.cio.ló.gi.co	li.to.fa.cio.[ló].gi.co
litógrafo	li.tó.gra.fo	li.[tó].gra.fo
litúrgico	li.túr.gi.co	li.[túr].gi.co
lívido	lí.vi.do	[lí].vi.do
lôbregas	lô.bre.gas	[lô].bre.gas
lofóforo	lo.fó.fo.ro	lo.[fó].fo.ro
logarítmica	lo.ga.rít.mi.ca	lo.ga.[rít].mi.ca
logarítmico	lo.ga.rít.mi.co	lo.ga.[rít].mi.co
logarítmicos	lo.ga.rít.mi.cos	lo.ga.[rít].mi.cos
lógica	ló.gi.ca	[ló].gi.ca
lógicas	ló.gi.cas	[ló].gi.cas
lógico	ló.gi.co	[ló].gi.co
lógicos	ló.gi.cos	[ló].gi.cos
logística	lo.gís.ti.ca	lo.[gís].ti.ca
logísticas	lo.gís.ti.cas	lo.[gís].ti.cas
logístico	lo.gís.ti.co	lo.[gís].ti.co
logísticos	lo.gís.ti.cos	lo.[gís].ti.cos
lógite	ló.gi.te	[ló].gi.te
logotécnicas	lo.go.téc.ni.cas	lo.go.[téc].ni.cas
longuíssima	lon.guí.ssi.ma	lon.[guí].ssi.ma
longuíssimo	lon.guí.ssi.mo	lon.[guí].ssi.mo
lotéricas	lo.té.ri.cas	lo.[té].ri.cas
lotérico	lo.té.ri.co	lo.[té].ri.co
lotéricos	lo.té.ri.cos	lo.[té].ri.cos
lúbricos	lú.bri.cos	[lú].bri.cos
luciânica	lu.ci.â.ni.ca	lu.ci.[â].ni.ca
lúcida	lú.ci.da	[lú].ci.da
lúcidas	lú.ci.das	[lú].ci.das
lúcido	lú.ci.do	[lú].ci.do
lúcidos	lú.ci.dos	[lú].ci.dos
lúdica	lú.di.ca	[lú].di.ca
lúdicas	lú.di.cas	[lú].di.cas
lúdico	lú.di.co	[lú].di.co
lúdicos	lú.di.cos	[lú].di.cos
lúgubre	lú.gu.bre	[lú].gu.bre
lúgubres	lú.gu.bres	[lú].gu.bres
lunático	lu.ná.ti.co	lu.[ná].ti.co
lunáticos	lu.ná.ti.cos	lu.[ná].ti.cos
lusíadas	lu.sí.a.das	lu.[sí].a.das
lusidíacos	lu.si.dí.a.cos	lu.si.[dí].a.cos
lusófilos	lu.só.fi.los	lu.[só].fi.los
lusófobos	lu.só.fo.bos	lu.[só].fo.bos
lusófono	lu.só.fo.no	lu.[só].fo.no
lutaríamos	lu.ta.rí.a.mos	lu.ta.[rí].a.mos
luxuosíssimo	lu.xu.o.sí.ssi.mo	lu.xu.o.[sí].ssi.mo
macérrima	ma.cé.rri.ma	ma.[cé].rri.ma
maçônica	ma.çô.ni.ca	ma.[çô].ni.ca
macrocaracterística	ma.cro.ca.ra.c.te.rís.ti.ca	ma.cro.ca.ra.c.te.[rís].ti.ca
macrocaracterísticas	ma.cro.ca.ra.c.te.rís.ti.cas	ma.cro.ca.ra.c.te.[rís].ti.cas
macroeconômica	ma.croe.co.nô.mi.ca	ma.croe.co.[nô].mi.ca
macroeconômicas	ma.croe.co.nô.mi.cas	ma.croe.co.[nô].mi.cas
macroeconômico	ma.croe.co.nô.mi.co	ma.croe.co.[nô].mi.co
macroeconômicos	ma.croe.co.nô.mi.cos	ma.croe.co.[nô].mi.cos
macrófago	ma.cró.fa.go	ma.[cró].fa.go
macrófagos	ma.cró.fa.gos	ma.[cró].fa.gos
macrófitas	ma.cró.fi.tas	ma.[cró].fi.tas
macrográficas	ma.cro.grá.fi.cas	ma.cro.[grá].fi.cas
macrométrica	ma.cro.mé.tri.ca	ma.cro.[mé].tri.ca
macromolécula	ma.cro.mo.lé.cu.la	ma.cro.mo.[lé].cu.la
macromoléculas	ma.cro.mo.lé.cu.las	ma.cro.mo.[lé].cu.las
macroscópica	ma.cros.có.pi.ca	ma.cros.[có].pi.ca
macroscópicas	ma.cros.có.pi.cas	ma.cros.[có].pi.cas
macroscópico	ma.cros.có.pi.co	ma.cros.[có].pi.co
macroscópicos	ma.cros.có.pi.cos	ma.cros.[có].pi.cos
mácula	má.cu.la	[má].cu.la
madrepérola	ma.dre.pé.ro.la	ma.dre.[pé].ro.la
máficas	má.fi.cas	[má].fi.cas
máfico	má.fi.co	[má].fi.co
mágica	má.gi.ca	[má].gi.ca
mágicas	má.gi.cas	[má].gi.cas
mágico	má.gi.co	[má].gi.co
mágicos	má.gi.cos	[má].gi.cos
magmáticas	mag.má.ti.cas	mag.[má].ti.cas
magmático	mag.má.ti.co	mag.[má].ti.co
magnânima	mag.nâ.ni.ma	mag.[nâ].ni.ma
magnânimo	mag.nâ.ni.mo	mag.[nâ].ni.mo
magnética	mag.né.ti.ca	mag.[né].ti.ca
magnéticas	mag.né.ti.cas	mag.[né].ti.cas
magnético	mag.né.ti.co	mag.[né].ti.co
magnéticos	mag.né.ti.cos	mag.[né].ti.cos
magnetotermocitólise	mag.ne.to.ter.mo.ci.tó.li.se	mag.ne.to.ter.mo.ci.[tó].li.se
magnífica	mag.ní.fi.ca	mag.[ní].fi.ca
magníficas	mag.ní.fi.cas	mag.[ní].fi.cas
magnífico	mag.ní.fi.co	mag.[ní].fi.co
magníficos	mag.ní.fi.cos	mag.[ní].fi.cos
maimônides	mai.mô.ni.des	mai.[mô].ni.des
maiólica	ma.i.ó.li.ca	ma.i.[ó].li.ca
maiúscula	ma.i.ús.cu.la	ma.i.[ús].cu.la
maiúsculas	ma.i.ús.cu.las	ma.i.[ús].cu.las
maiúsculo	ma.i.ús.cu.lo	ma.i.[ús].cu.lo
málaca	má.la.ca	[má].la.ca
maléfica	ma.lé.fi.ca	ma.[lé].fi.ca
maléficas	ma.lé.fi.cas	ma.[lé].fi.cas
maléficos	ma.lé.fi.cos	ma.[lé].fi.cos
malévola	ma.lé.vo.la	ma.[lé].vo.la
málica	má.li.ca	[má].li.ca
mamífero	ma.mí.fe.ro	ma.[mí].fe.ro
mamíferos	ma.mí.fe.ros	ma.[mí].fe.ros
mandíbula	man.dí.bu.la	man.[dí].bu.la
mandíbulas	man.dí.bu.las	man.[dí].bu.las
maníacas	ma.ní.a.cas	ma.[ní].a.cas
maníacos	ma.ní.a.cos	ma.[ní].a.cos
manômetro	ma.nô.me.tro	ma.[nô].me.tro
manômetros	ma.nô.me.tros	ma.[nô].me.tros
mansônica	man.sô.ni.ca	man.[sô].ni.ca
mântico	mân.ti.co	[mân].ti.co
mânticos	mân.ti.cos	[mân].ti.cos
mantínhamos	man.tí.nha.mos	man.[tí].nha.mos
mântrica	mân.tri.ca	[mân].tri.ca
maquiavélico	ma.qu.i.a.vé.li.co	ma.qu.i.a.[vé].li.co
máquina	má.qui.na	[má].qui.na
máquinas	má.qui.nas	[má].qui.nas
maquínico	ma.quí.ni.co	ma.[quí].ni.co
marégrafo	ma.ré.gra.fo	ma.[ré].gra.fo
mariângela	ma.ri.ân.ge.la	ma.ri.[ân].ge.la
marinópolis	ma.ri.nó.po.lis	ma.ri.[nó].po.lis
marítima	ma.rí.ti.ma	ma.[rí].ti.ma
marítimas	ma.rí.ti.mas	ma.[rí].ti.mas
marítimo	ma.rí.ti.mo	ma.[rí].ti.mo
marítimos	ma.rí.ti.mos	ma.[rí].ti.mos
mármore	már.mo.re	[már].mo.re
mármores	már.mo.res	[már].mo.res
martensítica	mar.ten.sí.ti.ca	mar.ten.[sí].ti.ca
martensíticas	mar.ten.sí.ti.cas	mar.ten.[sí].ti.cas
mártires	már.ti.res	[már].ti.res
marxológicas	mar.xo.ló.gi.cas	mar.xo.[ló].gi.cas
máscara	más.ca.ra	[más].ca.ra
máscaras	más.ca.ras	[más].ca.ras
máscula	más.cu.la	[más].cu.la
mássica	má.ssi.ca	[má].ssi.ca
mássico	má.ssi.co	[má].ssi.co
massorético	ma.sso.ré.ti.co	ma.sso.[ré].ti.co
mastócitos	mas.tó.ci.tos	mas.[tó].ci.tos
matássemos	ma.tá.sse.mos	ma.[tá].sse.mos
matemática	ma.te.má.ti.ca	ma.te.[má].ti.ca
matemáticas	ma.te.má.ti.cas	ma.te.[má].ti.cas
matemático	ma.te.má.ti.co	ma.te.[má].ti.co
matemáticos	ma.te.má.ti.cos	ma.te.[má].ti.cos
matricêntrica	ma.tri.cên.tri.ca	ma.tri.[cên].tri.ca
matrícula	ma.trí.cu.la	ma.[trí].cu.la
matrículas	ma.trí.cu.las	ma.[trí].cu.las
máxima	má.xi.ma	[má].xi.ma
máximas	má.xi.mas	[má].xi.mas
máxime	má.xi.me	[má].xi.me
máximo	má.xi.mo	[má].xi.mo
máximos	má.xi.mos	[má].xi.mos
meândricos	me.ân.dri.cos	me.[ân].dri.cos
mecânica	me.câ.ni.ca	me.[câ].ni.ca
mecânicas	me.câ.ni.cas	me.[câ].ni.cas
mecânico	me.câ.ni.co	me.[câ].ni.co
mecânicos	me.câ.ni.cos	me.[câ].ni.cos
mecanográficas	me.ca.no.grá.fi.cas	me.ca.no.[grá].fi.cas
mecatrônica	me.ca.trô.ni.ca	me.ca.[trô].ni.ca
mediática	me.di.á.ti.ca	me.di.[á].ti.ca
mediáticas	me.di.á.ti.cas	me.di.[á].ti.cas
mediático	me.di.á.ti.co	me.di.[á].ti.co
médica	mé.di.ca	[mé].di.ca
médicas	mé.di.cas	[mé].di.cas
médici	mé.di.ci	[mé].di.ci
médico	mé.di.co	[mé].di.co
médicos	mé.di.cos	[mé].di.cos
mediterrânica	me.di.te.rrâ.ni.ca	me.di.te.[rrâ].ni.ca
mediterrânico	me.di.te.rrâ.ni.co	me.di.te.[rrâ].ni.co
mediterrânicos	me.di.te.rrâ.ni.cos	me.di.te.[rrâ].ni.cos
mefenâmico	me.fe.nâ.mi.co	me.fe.[nâ].mi.co
mefistófeles	me.fis.tó.fe.les	me.fis.[tó].fe.les
megacariócitos	me.ga.ca.ri.ó.ci.tos	me.ga.ca.ri.[ó].ci.tos
megaesôfago	me.gae.sô.fa.go	me.gae.[sô].fa.go
megaespetáculos	me.gae.s.pe.tá.cu.los	me.gae.s.pe.[tá].cu.los
megalômanos	me.ga.lô.ma.nos	me.ga.[lô].ma.nos
megalópole	me.ga.ló.po.le	me.ga.[ló].po.le
megalópoles	me.ga.ló.po.les	me.ga.[ló].po.les
megalópolis	me.ga.ló.po.lis	me.ga.[ló].po.lis
megapolítico	me.ga.po.lí.ti.co	me.ga.po.[lí].ti.co
megatérmico	me.ga.tér.mi.co	me.ga.[tér].mi.co
melancólica	me.lan.có.li.ca	me.lan.[có].li.ca
melancólicas	me.lan.có.li.cas	me.lan.[có].li.cas
melancólico	me.lan.có.li.co	me.lan.[có].li.co
melancólicos	me.lan.có.li.cos	me.lan.[có].li.cos
melânica	me.lâ.ni.ca	me.[lâ].ni.ca
melânicas	me.lâ.ni.cas	me.[lâ].ni.cas
melânico	me.lâ.ni.co	me.[lâ].ni.co
melânicos	me.lâ.ni.cos	me.[lâ].ni.cos
melchíades	mel.chí.a.des	mel.[chí].a.des
mélega	mé.le.ga	[mé].le.ga
melódica	me.ló.di.ca	me.[ló].di.ca
melódicas	me.ló.di.cas	me.[ló].di.cas
melódicos	me.ló.di.cos	me.[ló].di.cos
melodramáticas	me.lo.dra.má.ti.cas	me.lo.dra.[má].ti.cas
melodramático	me.lo.dra.má.ti.co	me.lo.dra.[má].ti.co
melquíades	mel.quí.a.des	mel.[quí].a.des
memorialísticas	me.mo.ri.a.lís.ti.cas	me.mo.ri.a.[lís].ti.cas
memorialístico	me.mo.ri.a.lís.ti.co	me.mo.ri.a.[lís].ti.co
meningocócica	me.nin.go.có.ci.ca	me.nin.go.[có].ci.ca
mercadológica	mer.ca.do.ló.gi.ca	mer.ca.do.[ló].gi.ca
mercadológicas	mer.ca.do.ló.gi.cas	mer.ca.do.[ló].gi.cas
mercadológico	mer.ca.do.ló.gi.co	mer.ca.do.[ló].gi.co
mercadológicos	mer.ca.do.ló.gi.cos	mer.ca.do.[ló].gi.cos
mercanúlistas	mer.ca.nú.lis.tas	mer.ca.[nú].lis.tas
mérito	mé.ri.to	[mé].ri.to
méritos	mé.ri.tos	[mé].ri.tos
merológica	me.ro.ló.gi.ca	me.ro.[ló].gi.ca
merônimo	me.rô.ni.mo	me.[rô].ni.mo
merônimos	me.rô.ni.mos	me.[rô].ni.mos
mesentérica	me.sen.té.ri.ca	me.sen.[té].ri.ca
mesentéricas	me.sen.té.ri.cas	me.sen.[té].ri.cas
mesentérico	me.sen.té.ri.co	me.sen.[té].ri.co
mesentéricos	me.sen.té.ri.cos	me.sen.[té].ri.cos
mésico	mé.si.co	[mé].si.co
mésicos	mé.si.cos	[mé].si.cos
mesmíssima	mes.mí.ssi.ma	mes.[mí].ssi.ma
mesmíssimo	mes.mí.ssi.mo	mes.[mí].ssi.mo
mesóclise	me.só.cli.se	me.[só].cli.se
mesóclises	me.só.cli.ses	me.[só].cli.ses
mesoclíticas	me.so.clí.ti.cas	me.so.[clí].ti.cas
mesófila	me.só.fi.la	me.[só].fi.la
mesoiônico	me.so.i.ô.ni.co	me.so.i.[ô].ni.co
mesoiônicos	me.so.i.ô.ni.cos	me.so.i.[ô].ni.cos
mesópolis	me.só.po.lis	me.[só].po.lis
mesopotâmicos	me.so.po.tâ.mi.cos	me.so.po.[tâ].mi.cos
mesopotâmios	me.so.po.tâ.mi.os	me.so.po.[tâ].mi.os
mesotérmico	me.so.tér.mi.co	me.so.[tér].mi.co
messiânica	me.ssi.â.ni.ca	me.ssi.[â].ni.ca
messiânicas	me.ssi.â.ni.cas	me.ssi.[â].ni.cas
messiânico	me.ssi.â.ni.co	me.ssi.[â].ni.co
messiânicos	me.ssi.â.ni.cos	me.ssi.[â].ni.cos
metabólica	me.ta.bó.li.ca	me.ta.[bó].li.ca
metabólicas	me.ta.bó.li.cas	me.ta.[bó].li.cas
metabólico	me.ta.bó.li.co	me.ta.[bó].li.co
metabólicos	me.ta.bó.li.cos	me.ta.[bó].li.cos
metabólito	me.ta.bó.li.to	me.ta.[bó].li.to
metabólitos	me.ta.bó.li.tos	me.ta.[bó].li.tos
metafísica	me.ta.fí.si.ca	me.ta.[fí].si.ca
metafísicas	me.ta.fí.si.cas	me.ta.[fí].si.cas
metafísico	me.ta.fí.si.co	me.ta.[fí].si.co
metafísicos	me.ta.fí.si.cos	me.ta.[fí].si.cos
metáfora	me.tá.fo.ra	me.[tá].fo.ra
metáforas	me.tá.fo.ras	me.[tá].fo.ras
metafórica	me.ta.fó.ri.ca	me.ta.[fó].ri.ca
metafóricas	me.ta.fó.ri.cas	me.ta.[fó].ri.cas
metafórico	me.ta.fó.ri.co	me.ta.[fó].ri.co
metafóricos	me.ta.fó.ri.cos	me.ta.[fó].ri.cos
metálica	me.tá.li.ca	me.[tá].li.ca
metálicas	me.tá.li.cas	me.[tá].li.cas
metálico	me.tá.li.co	me.[tá].li.co
metálicos	me.tá.li.cos	me.[tá].li.cos
metalingüística	me.ta.lin.gü.ís.ti.ca	me.ta.lin.gü.[ís].ti.ca
metalingüísticas	me.ta.lin.gü.ís.ti.cas	me.ta.lin.gü.[ís].ti.cas
metalinguístico	me.ta.lin.guí.s.ti.co	me.ta.lin.[guí].s.ti.co
metalingüístico	me.ta.lin.gü.ís.ti.co	me.ta.lin.gü.[ís].ti.co
metalingüísticos	me.ta.lin.gü.ís.ti.cos	me.ta.lin.gü.[ís].ti.cos
metalográfica	me.ta.lo.grá.fi.ca	me.ta.lo.[grá].fi.ca
metalúrgica	me.ta.lúr.gi.ca	me.ta.[lúr].gi.ca
metalúrgicas	me.ta.lúr.gi.cas	me.ta.[lúr].gi.cas
metalúrgico	me.ta.lúr.gi.co	me.ta.[lúr].gi.co
metalúrgicos	me.ta.lúr.gi.cos	me.ta.[lúr].gi.cos
metamórfica	me.ta.mór.fi.ca	me.ta.[mór].fi.ca
metamórficas	me.ta.mór.fi.cas	me.ta.[mór].fi.cas
metapsíquicas	me.tap.sí.qui.cas	me.tap.[sí].qui.cas
metassemântica	me.ta.sse.mân.ti.ca	me.ta.sse.[mân].ti.ca
metástase	me.tás.ta.se	me.[tás].ta.se
metástases	me.tás.ta.ses	me.[tás].ta.ses
metatópicas	me.ta.tó.pi.cas	me.ta.[tó].pi.cas
meteórica	me.te.ó.ri.ca	me.te.[ó].ri.ca
meteorológica	me.te.o.ro.ló.gi.ca	me.te.o.ro.[ló].gi.ca
meteorológicas	me.te.o.ro.ló.gi.cas	me.te.o.ro.[ló].gi.cas
meteorológico	me.te.o.ro.ló.gi.co	me.te.o.ro.[ló].gi.co
meteorológicos	me.te.o.ro.ló.gi.cos	me.te.o.ro.[ló].gi.cos
metódica	me.tó.di.ca	me.[tó].di.ca
metódicas	me.tó.di.cas	me.[tó].di.cas
metódico	me.tó.di.co	me.[tó].di.co
método	mé.to.do	[mé].to.do
metodológica	me.to.do.ló.gi.ca	me.to.do.[ló].gi.ca
metodológicas	me.to.do.ló.gi.cas	me.to.do.[ló].gi.cas
metodológico	me.to.do.ló.gi.co	me.to.do.[ló].gi.co
metodológicos	me.to.do.ló.gi.cos	me.to.do.[ló].gi.cos
métodos	mé.to.dos	[mé].to.dos
metônico	me.tô.ni.co	me.[tô].ni.co
metonímico	me.to.ní.mi.co	me.to.[ní].mi.co
metonímicos	me.to.ní.mi.cos	me.to.[ní].mi.cos
métrica	mé.tri.ca	[mé].tri.ca
métricas	mé.tri.cas	[mé].tri.cas
metrópole	me.tró.po.le	me.[tró].po.le
metrópoles	me.tró.po.les	me.[tró].po.les
metrópolis	me.tró.po.lis	me.[tró].po.lis
méxico	mé.xi.co	[mé].xi.co
micênico	mi.cê.ni.co	mi.[cê].ni.co
micênicos	mi.cê.ni.cos	mi.[cê].ni.cos
micológico	mi.co.ló.gi.co	mi.co.[ló].gi.co
microanálise	mi.cro.a.ná.li.se	mi.cro.a.[ná].li.se
microbiológica	mi.cro.bio.ló.gi.ca	mi.cro.bio.[ló].gi.ca
microbiológicas	mi.cro.bio.ló.gi.cas	mi.cro.bio.[ló].gi.cas
microbiológico	mi.cro.bio.ló.gi.co	mi.cro.bio.[ló].gi.co
microbiológicos	mi.cro.bio.ló.gi.cos	mi.cro.bio.[ló].gi.cos
microbiólogo	mi.cro.bi.ó.lo.go	mi.cro.bi.[ó].lo.go
microcâmeras	mi.cro.câ.me.ras	mi.cro.[câ].me.ras
microcápsulas	mi.cro.cáp.su.las	mi.cro.[cáp].su.las
microcédito	mi.cro.cé.di.to	mi.cro.[cé].di.to
microcélulas	mi.cro.cé.lu.las	mi.cro.[cé].lu.las
microcentrífuga	mi.cro.cen.trí.fu.ga	mi.cro.cen.[trí].fu.ga
microcirúrgico	mi.cro.ci.rúr.gi.co	mi.cro.ci.[rúr].gi.co
microclimáticas	mi.cro.cli.má.ti.cas	mi.cro.cli.[má].ti.cas
microcrédito	mi.cro.cré.di.to	mi.cro.[cré].di.to
microdiálogo	mi.cro.di.á.lo.go	mi.cro.di.[á].lo.go
microeconômico	mi.croe.co.nô.mi.co	mi.croe.co.[nô].mi.co
microeletrônica	mi.croe.le.trô.ni.ca	mi.croe.le.[trô].ni.ca
microeletrônicas	mi.croe.le.trô.ni.cas	mi.croe.le.[trô].ni.cas
microfísica	mi.cro.fí.si.ca	mi.cro.[fí].si.ca
microfísicos	mi.cro.fí.si.cos	mi.cro.[fí].si.cos
microfluídico	mi.cro.flu.í.di.co	mi.cro.flu.[í].di.co
microinformática	mi.cro.in.for.má.ti.ca	mi.cro.in.for.[má]ti.ca
micrometástases	mi.cro.me.tás.ta.ses	mi.cro.me.[tás].ta.ses
micrométrica	mi.cro.mé.tri.ca	mi.cro.[mé].tri.ca
micrométricas	mi.cro.mé.tri.cas	mi.cro.[mé].tri.cas
micrométrico	mi.cro.mé.tri.co	mi.cro.[mé].tri.co
micrômetro	mi.crô.me.tro	mi.[crô].me.tro
micrômetros	mi.crô.me.tros	mi.[crô].me.tros
micromoléculas	mi.cro.mo.lé.cu.las	mi.cro.mo.[lé].cu.las
microônibus	mi.cro.ô.ni.bus	mi.cro.[ô].ni.bus
microóptica	mi.cro.ó.p.ti.ca	mi.cro.[ó].p.ti.ca
micropolifônicas	mi.cro.po.li.fô.ni.cas	mi.cro.po.li.[fô].ni.cas
micropolítica	mi.cro.po.lí.ti.ca	mi.cro.po.[lí].ti.ca
microscópica	mi.cros.có.pi.ca	mi.cros.[có].pi.ca
microscópicas	mi.cros.có.pi.cas	mi.cros.[có].pi.cas
microscópico	mi.cros.có.pi.co	mi.cros.[có].pi.co
microscópicos	mi.cros.có.pi.cos	mi.cros.[có].pi.cos
midiática	mi.di.á.ti.ca	mi.di.[á].ti.ca
midiáticas	mi.di.á.ti.cas	mi.di.[á].ti.cas
midiático	mi.di.á.ti.co	mi.di.[á].ti.co
midiáticos	mi.di.á.ti.cos	mi.di.[á].ti.cos
milésima	mi.lé.si.ma	mi.[lé].si.ma
milésimo	mi.lé.si.mo	mi.[lé].si.mo
milésimos	mi.lé.si.mos	mi.[lé].si.mos
milimétrica	mi.li.mé.tri.ca	mi.li.[mé].tri.ca
milímetro	mi.lí.me.tro	mi.[lí].me.tro
milímetros	mi.lí.me.tros	mi.[lí].me.tros
milionésima	mi.li.o.né.si.ma	mi.li.o.[né].si.ma
milionésimo	mi.li.o.né.si.mo	mi.li.o.[né].si.mo
milionésimos	mi.li.o.né.si.mos	mi.li.o.[né].si.mos
milípedes	mi.lí.pe.des	mi.[lí].pe.des
mimeógrafo	mi.me.ó.gra.fo	mi.me.[ó].gra.fo
mimético	mi.mé.ti.co	mi.[mé].ti.co
mímica	mí.mi.ca	[mí].mi.ca
mímicas	mí.mi.cas	[mí].mi.cas
mímico	mí.mi.co	[mí].mi.co
mineralógica	mi.ne.ra.ló.gi.ca	mi.ne.ra.[ló].gi.ca
mineralógicas	mi.ne.ra.ló.gi.cas	mi.ne.ra.[ló].gi.cas
mineralógico	mi.ne.ra.ló.gi.co	mi.ne.ra.[ló].gi.co
mineralógicos	mi.ne.ra.ló.gi.cos	mi.ne.ra.[ló].gi.cos
mínero	mí.ne.ro	[mí].ne.ro
minerometalúrgica	mi.ne.ro.me.ta.lúr.gi.ca	mi.ne.ro.me.ta.[lúr].gi.ca
minerometalúrgico	mi.ne.ro.me.ta.lúr.gi.co	mi.ne.ro.me.ta.[lúr].gi.co
minigramática	mi.ni.gra.má.ti.ca	mi.ni.gra.[má].ti.ca
mínima	mí.ni.ma	[mí].ni.ma
mínimas	mí.ni.mas	[mí].ni.mas
mínimo	mí.ni.mo	[mí].ni.mo
mínimos	mí.ni.mos	[mí].ni.mos
minissinápsidos	mi.ni.ssi.náp.si.dos	mi.ni.ssi.[náp].si.dos
minúscula	mi.nús.cu.la	mi.[nús].cu.la
minúsculas	mi.nús.cu.las	mi.[nús].cu.las
minúsculo	mi.nús.cu.lo	mi.[nús].cu.lo
minúsculos	mi.nús.cu.los	mi.[nús].cu.los
mirístico	mi.rís.ti.co	mi.[rís].ti.co
míseros	mí.se.ros	[mí].se.ros
misógina	mi.só.gi.na	mi.[só].gi.na
misóginas	mi.só.gi.nas	mi.[só].gi.nas
mística	mís.ti.ca	[mís].ti.ca
místicas	mís.ti.cas	[mís].ti.cas
místico	mís.ti.co	[mís].ti.co
místicos	mís.ti.cos	[mís].ti.cos
mítica	mí.ti.ca	[mí].ti.ca
míticas	mí.ti.cas	[mí].ti.cas
mítico	mí.ti.co	[mí].ti.co
míticos	mí.ti.cos	[mí].ti.cos
mitológica	mi.to.ló.gi.ca	mi.to.[ló].gi.ca
mitológicas	mi.to.ló.gi.cas	mi.to.[ló].gi.cas
mitológico	mi.to.ló.gi.co	mi.to.[ló].gi.co
mitológicos	mi.to.ló.gi.cos	mi.to.[ló].gi.cos
mitopoética	mi.to.po.é.ti.ca	mi.to.po.[é].ti.ca
mnêmicos	m.nê.mi.cos	m.[nê].mi.cos
mnemônico	m.ne.mô.ni.co	m.ne.[mô].ni.co
mnemotécnica	m.ne.mo.téc.ni.ca	m.ne.mo.[téc].ni.ca
móbile	mó.bi.le	[mó].bi.le
móbiles	mó.bi.les	[mó].bi.les
módena	mó.de.na	[mó].de.na
moderníssimas	mo.der.ní.ssi.mas	mo.der.[ní].ssi.mas
moderníssimos	mo.der.ní.ssi.mos	mo.der.[ní].ssi.mos
módica	mó.di.ca	[mó].di.ca
módicas	mó.di.cas	[mó].di.cas
módico	mó.di.co	[mó].di.co
módicos	mó.di.cos	[mó].di.cos
módulo	mó.du.lo	[mó].du.lo
módulos	mó.du.los	[mó].du.los
molécula	mo.lé.cu.la	mo.[lé].cu.la
